Ligand_symbol,Receptor_symbol,interaction_name_2,interaction_name
GDF10,ACVR1B,GDF10 - ACVR1B,GDF10_ACVR1B
NID2,ITGB3,NID2 - ITGB3,NID2_ITGB3
NID2,ITGA2,NID2 - ITGA2,NID2_ITGA2
LAMB1,LRP1,LAMB1 - LRP1,LAMB1_LRP1
LAMB1,ITGB3,LAMB1 - ITGB3,LAMB1_ITGB3
C5,ITGA4,C5 - ITGA4,C5_ITGA4
C5,LRP1,C5 - LRP1,C5_LRP1
C5,ITGB3,C5 - ITGB3,C5_ITGB3
C5,LDLR,C5 - LDLR,C5_LDLR
C5,CALCR,C5 - CALCR,C5_CALCR
C5,TLR4,C5 - TLR4,C5_TLR4
C5,ASGR2,C5 - ASGR2,C5_ASGR2
COL1A1,ITGB5,COL1A1 - ITGB5,COL1A1_ITGB5
COL1A1,ITGB3,COL1A1 - ITGB3,COL1A1_ITGB3
COL1A1,ITGB8,COL1A1 - ITGB8,COL1A1_ITGB8
COL1A1,CD47,COL1A1 - CD47,COL1A1_CD47
COL1A1,ITGA2B,COL1A1 - ITGA2B,COL1A1_ITGA2B
COL1A1,SDC3,COL1A1 - SDC3,COL1A1_SDC3
COL1A1,BCAM,COL1A1 - BCAM,COL1A1_BCAM
COL1A1,GPC4,COL1A1 - GPC4,COL1A1_GPC4
COL1A1,ITGA3,COL1A1 - ITGA3,COL1A1_ITGA3
COL1A1,ITGA10,COL1A1 - ITGA10,COL1A1_ITGA10
LAMA4,LRP1,LAMA4 - LRP1,LAMA4_LRP1
LAMA4,ITGB3,LAMA4 - ITGB3,LAMA4_ITGB3
LAMA4,ITGA2,LAMA4 - ITGA2,LAMA4_ITGA2
C3,ITGB3,C3 - ITGB3,C3_ITGB3
C3,TLR4,C3 - TLR4,C3_TLR4
NCAN,ITGB3,NCAN - ITGB3,NCAN_ITGB3
NCAN,ITGA2,NCAN - ITGA2,NCAN_ITGA2
NCAN,CD93,NCAN - CD93,NCAN_CD93
DSC1,LRP1,DSC1 - LRP1,DSC1_LRP1
THBS1,ITGA2,THBS1 - ITGA2,THBS1_ITGA2
VWF,EGFR,VWF - EGFR,VWF_EGFR
VWF,ITGA4,VWF - ITGA4,VWF_ITGA4
VWF,SDC2,VWF - SDC2,VWF_SDC2
VWF,ITGB6,VWF - ITGB6,VWF_ITGB6
VWF,ITGA8,VWF - ITGA8,VWF_ITGA8
VWF,CD46,VWF - CD46,VWF_CD46
VWF,ROBO1,VWF - ROBO1,VWF_ROBO1
VWF,ITGA9,VWF - ITGA9,VWF_ITGA9
VWF,ROBO4,VWF - ROBO4,VWF_ROBO4
CDH1,LRP1,CDH1 - LRP1,CDH1_LRP1
CDH1,ITGB3,CDH1 - ITGB3,CDH1_ITGB3
FARP2,ITGB3,FARP2 - ITGB3,FARP2_ITGB3
LAMC2,ITGB3,LAMC2 - ITGB3,LAMC2_ITGB3
NID1,ITGA2,NID1 - ITGA2,NID1_ITGA2
F13A1,LRP1,F13A1 - LRP1,F13A1_LRP1
F13A1,ITGB3,F13A1 - ITGB3,F13A1_ITGB3
EGF,LRP1,EGF - LRP1,EGF_LRP1
EGF,ITGB3,EGF - ITGB3,EGF_ITGB3
EGF,ITGA2,EGF - ITGA2,EGF_ITGA2
SEMA3D,EGFR,SEMA3D - EGFR,SEMA3D_EGFR
APP,EGFR,APP - EGFR,APP_EGFR
SHANK1,ITGB3,SHANK1 - ITGB3,SHANK1_ITGB3
SHANK1,ITGA2,SHANK1 - ITGA2,SHANK1_ITGA2
SHANK1,CD93,SHANK1 - CD93,SHANK1_CD93
SHANK1,CD47,SHANK1 - CD47,SHANK1_CD47
SHANK1,ITGA3,SHANK1 - ITGA3,SHANK1_ITGA3
COL6A3,ITGA4,COL6A3 - ITGA4,COL6A3_ITGA4
COL6A3,LRP1,COL6A3 - LRP1,COL6A3_LRP1
COL6A3,ITGA3,COL6A3 - ITGA3,COL6A3_ITGA3
COL1A2,ITGB5,COL1A2 - ITGB5,COL1A2_ITGB5
COL1A2,ITGB8,COL1A2 - ITGB8,COL1A2_ITGB8
COL1A2,DDR2,COL1A2 - DDR2,COL1A2_DDR2
COL1A2,DDR1,COL1A2 - DDR1,COL1A2_DDR1
COL1A2,CD47,COL1A2 - CD47,COL1A2_CD47
COL1A2,GPC4,COL1A2 - GPC4,COL1A2_GPC4
COL1A2,ITGA3,COL1A2 - ITGA3,COL1A2_ITGA3
COL1A2,ITGA10,COL1A2 - ITGA10,COL1A2_ITGA10
HSP90B1,EGFR,HSP90B1 - EGFR,HSP90B1_EGFR
HSP90B1,ITGA4,HSP90B1 - ITGA4,HSP90B1_ITGA4
HSP90B1,LRP6,HSP90B1 - LRP6,HSP90B1_LRP6
HSP90B1,LDLR,HSP90B1 - LDLR,HSP90B1_LDLR
HSP90B1,PTPRD,HSP90B1 - PTPRD,HSP90B1_PTPRD
COL6A2,ITGB3,COL6A2 - ITGB3,COL6A2_ITGB3
COL6A2,CD93,COL6A2 - CD93,COL6A2_CD93
COL6A2,CD47,COL6A2 - CD47,COL6A2_CD47
SEMA3E,ITGB3,SEMA3E - ITGB3,SEMA3E_ITGB3
COL3A1,ITGB5,COL3A1 - ITGB5,COL3A1_ITGB5
COL3A1,ITGB3,COL3A1 - ITGB3,COL3A1_ITGB3
COL3A1,ITGB8,COL3A1 - ITGB8,COL3A1_ITGB8
COL3A1,CD36,COL3A1 - CD36,COL3A1_CD36
COL3A1,CD93,COL3A1 - CD93,COL3A1_CD93
COL3A1,ITGA11,COL3A1 - ITGA11,COL3A1_ITGA11
COL3A1,CD47,COL3A1 - CD47,COL3A1_CD47
COL3A1,ITGA2B,COL3A1 - ITGA2B,COL3A1_ITGA2B
COL3A1,GPC4,COL3A1 - GPC4,COL3A1_GPC4
COL3A1,ITGA3,COL3A1 - ITGA3,COL3A1_ITGA3
COL3A1,ITGA10,COL3A1 - ITGA10,COL3A1_ITGA10
NLGN2,ITGB3,NLGN2 - ITGB3,NLGN2_ITGB3
BMP1,ITGB3,BMP1 - ITGB3,BMP1_ITGB3
BMP1,ITGA2,BMP1 - ITGA2,BMP1_ITGA2
FGA,LRP1,FGA - LRP1,FGA_LRP1
FGA,ITGA2,FGA - ITGA2,FGA_ITGA2
FGA,CD93,FGA - CD93,FGA_CD93
TLN1,EGFR,TLN1 - EGFR,TLN1_EGFR
TLN1,ITGB2,TLN1 - ITGB2,TLN1_ITGB2
TLN1,DCC,TLN1 - DCC,TLN1_DCC
TLN1,ERBB2,TLN1 - ERBB2,TLN1_ERBB2
TLN1,ITGA4,TLN1 - ITGA4,TLN1_ITGA4
TLN1,ITGB7,TLN1 - ITGB7,TLN1_ITGB7
TLN1,LRP1,TLN1 - LRP1,TLN1_LRP1
TLN1,SDC2,TLN1 - SDC2,TLN1_SDC2
TLN1,ASGR1,TLN1 - ASGR1,TLN1_ASGR1
TLN1,LRP6,TLN1 - LRP6,TLN1_LRP6
TLN1,C5AR2,TLN1 - C5AR2,TLN1_C5AR2
TLN1,C5AR1,TLN1 - C5AR1,TLN1_C5AR1
TLN1,LDLR,TLN1 - LDLR,TLN1_LDLR
TLN1,SELL,TLN1 - SELL,TLN1_SELL
TLN1,SELP,TLN1 - SELP,TLN1_SELP
TLN1,CALCR,TLN1 - CALCR,TLN1_CALCR
TLN1,TLR6,TLN1 - TLR6,TLN1_TLR6
TLN1,TLR4,TLN1 - TLR4,TLN1_TLR4
TLN1,LRP8,TLN1 - LRP8,TLN1_LRP8
TLN1,CD46,TLN1 - CD46,TLN1_CD46
TLN1,CR1,TLN1 - CR1,TLN1_CR1
TLN1,PTPRD,TLN1 - PTPRD,TLN1_PTPRD
TLN1,ITGA9,TLN1 - ITGA9,TLN1_ITGA9
TLN1,ASGR2,TLN1 - ASGR2,TLN1_ASGR2
LPA,EGFR,LPA - EGFR,LPA_EGFR
LPA,ITGB5,LPA - ITGB5,LPA_ITGB5
LPA,ITGA4,LPA - ITGA4,LPA_ITGA4
LPA,COL13A1,LPA - COL13A1,LPA_COL13A1
LPA,LRP1,LPA - LRP1,LPA_LRP1
LPA,SDC2,LPA - SDC2,LPA_SDC2
LPA,TPO,LPA - TPO,LPA_TPO
LPA,ITGB3,LPA - ITGB3,LPA_ITGB3
LPA,ITGB6,LPA - ITGB6,LPA_ITGB6
LPA,ITGB8,LPA - ITGB8,LPA_ITGB8
LPA,CD36,LPA - CD36,LPA_CD36
LPA,SDC1,LPA - SDC1,LPA_SDC1
LPA,ITGA7,LPA - ITGA7,LPA_ITGA7
LPA,ITGA2,LPA - ITGA2,LPA_ITGA2
LPA,CD93,LPA - CD93,LPA_CD93
LPA,DDR2,LPA - DDR2,LPA_DDR2
LPA,ITGA11,LPA - ITGA11,LPA_ITGA11
LPA,DDR1,LPA - DDR1,LPA_DDR1
LPA,ITGA8,LPA - ITGA8,LPA_ITGA8
LPA,CD47,LPA - CD47,LPA_CD47
LPA,ITGA2B,LPA - ITGA2B,LPA_ITGA2B
LPA,TNFRSF11B,LPA - TNFRSF11B,LPA_TNFRSF11B
LPA,SELP,LPA - SELP,LPA_SELP
LPA,LRP8,LPA - LRP8,LPA_LRP8
LPA,BCAM,LPA - BCAM,LPA_BCAM
LPA,SCARA5,LPA - SCARA5,LPA_SCARA5
LPA,STAB2,LPA - STAB2,LPA_STAB2
LPA,RPSA,LPA - RPSA,LPA_RPSA
LPA,PTPRS,LPA - PTPRS,LPA_PTPRS
LPA,ATP1A3,LPA - ATP1A3,LPA_ATP1A3
LPA,ITGA3,LPA - ITGA3,LPA_ITGA3
LPA,NT5E,LPA - NT5E,LPA_NT5E
LPA,ITGA9,LPA - ITGA9,LPA_ITGA9
LPA,DCHS1,LPA - DCHS1,LPA_DCHS1
LPA,ROBO4,LPA - ROBO4,LPA_ROBO4
LPA,ITGA10,LPA - ITGA10,LPA_ITGA10
LAMA3,LRP1,LAMA3 - LRP1,LAMA3_LRP1
LAMA3,ITGB3,LAMA3 - ITGB3,LAMA3_ITGB3
LAMA3,ITGB6,LAMA3 - ITGB6,LAMA3_ITGB6
LAMA3,ITGA2,LAMA3 - ITGA2,LAMA3_ITGA2
LAMA3,TNFRSF11B,LAMA3 - TNFRSF11B,LAMA3_TNFRSF11B
LAMA3,NT5E,LAMA3 - NT5E,LAMA3_NT5E
LAMA3,ROBO4,LAMA3 - ROBO4,LAMA3_ROBO4
SEMA6D,LRP1,SEMA6D - LRP1,SEMA6D_LRP1
SEMA6D,ITGB3,SEMA6D - ITGB3,SEMA6D_ITGB3
SEMA6D,ITGA2,SEMA6D - ITGA2,SEMA6D_ITGA2
JAG2,ITGB3,JAG2 - ITGB3,JAG2_ITGB3
JAG2,ITGA2,JAG2 - ITGA2,JAG2_ITGA2
CNTN2,ITGB3,CNTN2 - ITGB3,CNTN2_ITGB3
CNTN2,ITGA2,CNTN2 - ITGA2,CNTN2_ITGA2
COL9A3,ITGB5,COL9A3 - ITGB5,COL9A3_ITGB5
COL9A3,ITGB3,COL9A3 - ITGB3,COL9A3_ITGB3
COL9A3,ITGB8,COL9A3 - ITGB8,COL9A3_ITGB8
COL9A3,CD36,COL9A3 - CD36,COL9A3_CD36
COL9A3,ITGA2,COL9A3 - ITGA2,COL9A3_ITGA2
COL9A3,CD93,COL9A3 - CD93,COL9A3_CD93
COL9A3,DDR2,COL9A3 - DDR2,COL9A3_DDR2
COL9A3,ITGA11,COL9A3 - ITGA11,COL9A3_ITGA11
COL9A3,DDR1,COL9A3 - DDR1,COL9A3_DDR1
COL9A3,CD47,COL9A3 - CD47,COL9A3_CD47
COL9A3,ITGA2B,COL9A3 - ITGA2B,COL9A3_ITGA2B
COL9A3,SDC3,COL9A3 - SDC3,COL9A3_SDC3
COL9A3,GPC4,COL9A3 - GPC4,COL9A3_GPC4
COL9A3,ITGA3,COL9A3 - ITGA3,COL9A3_ITGA3
COL9A3,ITGA10,COL9A3 - ITGA10,COL9A3_ITGA10
COL18A1,COL13A1,COL18A1 - COL13A1,COL18A1_COL13A1
COL18A1,ITGB8,COL18A1 - ITGB8,COL18A1_ITGB8
COL18A1,CD36,COL18A1 - CD36,COL18A1_CD36
COL18A1,ITGA2,COL18A1 - ITGA2,COL18A1_ITGA2
COL18A1,CD93,COL18A1 - CD93,COL18A1_CD93
COL18A1,DDR2,COL18A1 - DDR2,COL18A1_DDR2
COL18A1,ITGA11,COL18A1 - ITGA11,COL18A1_ITGA11
COL18A1,DDR1,COL18A1 - DDR1,COL18A1_DDR1
COL18A1,CD47,COL18A1 - CD47,COL18A1_CD47
COL18A1,ITGA2B,COL18A1 - ITGA2B,COL18A1_ITGA2B
COL18A1,SDC3,COL18A1 - SDC3,COL18A1_SDC3
COL18A1,BCAM,COL18A1 - BCAM,COL18A1_BCAM
COL18A1,SSTR2,COL18A1 - SSTR2,COL18A1_SSTR2
COL18A1,PTPRS,COL18A1 - PTPRS,COL18A1_PTPRS
COL18A1,ITGA10,COL18A1 - ITGA10,COL18A1_ITGA10
NLGN3,ITGB3,NLGN3 - ITGB3,NLGN3_ITGB3
F8,EGFR,F8 - EGFR,F8_EGFR
F8,ITGA4,F8 - ITGA4,F8_ITGA4
F8,ITGA2,F8 - ITGA2,F8_ITGA2
F8,C5AR1,F8 - C5AR1,F8_C5AR1
F8,SELP,F8 - SELP,F8_SELP
F8,TLR6,F8 - TLR6,F8_TLR6
F8,TLR4,F8 - TLR4,F8_TLR4
F8,LRP8,F8 - LRP8,F8_LRP8
COL4A2,ITGB8,COL4A2 - ITGB8,COL4A2_ITGB8
COL4A2,CD36,COL4A2 - CD36,COL4A2_CD36
COL4A2,ITGA2,COL4A2 - ITGA2,COL4A2_ITGA2
COL4A2,DDR2,COL4A2 - DDR2,COL4A2_DDR2
COL4A2,ITGA11,COL4A2 - ITGA11,COL4A2_ITGA11
COL4A2,DDR1,COL4A2 - DDR1,COL4A2_DDR1
COL4A2,CD47,COL4A2 - CD47,COL4A2_CD47
COL4A2,ITGA2B,COL4A2 - ITGA2B,COL4A2_ITGA2B
COL4A2,GPC4,COL4A2 - GPC4,COL4A2_GPC4
COL4A2,ITGA3,COL4A2 - ITGA3,COL4A2_ITGA3
COL4A2,ITGA10,COL4A2 - ITGA10,COL4A2_ITGA10
THBS2,LRP1,THBS2 - LRP1,THBS2_LRP1
THBS2,ITGA2,THBS2 - ITGA2,THBS2_ITGA2
ADAM12,ITGB3,ADAM12 - ITGB3,ADAM12_ITGB3
COL11A1,ITGB5,COL11A1 - ITGB5,COL11A1_ITGB5
COL11A1,COL13A1,COL11A1 - COL13A1,COL11A1_COL13A1
COL11A1,ITGB3,COL11A1 - ITGB3,COL11A1_ITGB3
COL11A1,ITGB8,COL11A1 - ITGB8,COL11A1_ITGB8
COL11A1,CD36,COL11A1 - CD36,COL11A1_CD36
COL11A1,CD93,COL11A1 - CD93,COL11A1_CD93
COL11A1,DDR2,COL11A1 - DDR2,COL11A1_DDR2
COL11A1,ITGA11,COL11A1 - ITGA11,COL11A1_ITGA11
COL11A1,CD47,COL11A1 - CD47,COL11A1_CD47
COL11A1,ITGA2B,COL11A1 - ITGA2B,COL11A1_ITGA2B
COL11A1,SDC3,COL11A1 - SDC3,COL11A1_SDC3
COL11A1,BCAM,COL11A1 - BCAM,COL11A1_BCAM
COL11A1,GPC4,COL11A1 - GPC4,COL11A1_GPC4
COL11A1,ITGA3,COL11A1 - ITGA3,COL11A1_ITGA3
COL11A1,ITGA10,COL11A1 - ITGA10,COL11A1_ITGA10
COL5A1,ITGB5,COL5A1 - ITGB5,COL5A1_ITGB5
COL5A1,COL13A1,COL5A1 - COL13A1,COL5A1_COL13A1
COL5A1,ITGB3,COL5A1 - ITGB3,COL5A1_ITGB3
COL5A1,ITGB8,COL5A1 - ITGB8,COL5A1_ITGB8
COL5A1,CD36,COL5A1 - CD36,COL5A1_CD36
COL5A1,ITGA2,COL5A1 - ITGA2,COL5A1_ITGA2
COL5A1,CD93,COL5A1 - CD93,COL5A1_CD93
COL5A1,DDR2,COL5A1 - DDR2,COL5A1_DDR2
COL5A1,ITGA11,COL5A1 - ITGA11,COL5A1_ITGA11
COL5A1,DDR1,COL5A1 - DDR1,COL5A1_DDR1
COL5A1,CD47,COL5A1 - CD47,COL5A1_CD47
COL5A1,ITGA2B,COL5A1 - ITGA2B,COL5A1_ITGA2B
COL5A1,BCAM,COL5A1 - BCAM,COL5A1_BCAM
COL5A1,GPC4,COL5A1 - GPC4,COL5A1_GPC4
COL5A1,ITGA3,COL5A1 - ITGA3,COL5A1_ITGA3
COL5A1,ITGA10,COL5A1 - ITGA10,COL5A1_ITGA10
SPTAN1,LRP1,SPTAN1 - LRP1,SPTAN1_LRP1
SPTAN1,LDLR,SPTAN1 - LDLR,SPTAN1_LDLR
SPTAN1,TLR6,SPTAN1 - TLR6,SPTAN1_TLR6
SPTAN1,TLR4,SPTAN1 - TLR4,SPTAN1_TLR4
SPTAN1,LRP8,SPTAN1 - LRP8,SPTAN1_LRP8
AGRN,ITGB3,AGRN - ITGB3,AGRN_ITGB3
AGRN,ITGA2,AGRN - ITGA2,AGRN_ITGA2
COL2A1,ITGB5,COL2A1 - ITGB5,COL2A1_ITGB5
COL2A1,ITGB3,COL2A1 - ITGB3,COL2A1_ITGB3
COL2A1,ITGB8,COL2A1 - ITGB8,COL2A1_ITGB8
COL2A1,CD36,COL2A1 - CD36,COL2A1_CD36
COL2A1,CD93,COL2A1 - CD93,COL2A1_CD93
COL2A1,DDR2,COL2A1 - DDR2,COL2A1_DDR2
COL2A1,ITGA11,COL2A1 - ITGA11,COL2A1_ITGA11
COL2A1,CD47,COL2A1 - CD47,COL2A1_CD47
COL2A1,GPC4,COL2A1 - GPC4,COL2A1_GPC4
COL2A1,ITGA3,COL2A1 - ITGA3,COL2A1_ITGA3
LAMA1,EGFR,LAMA1 - EGFR,LAMA1_EGFR
LAMA1,ITGA4,LAMA1 - ITGA4,LAMA1_ITGA4
LAMA1,LRP1,LAMA1 - LRP1,LAMA1_LRP1
LAMA1,ITGB3,LAMA1 - ITGB3,LAMA1_ITGB3
LAMA1,ITGB6,LAMA1 - ITGB6,LAMA1_ITGB6
LAMA1,ITGA8,LAMA1 - ITGA8,LAMA1_ITGA8
LAMA1,TNFRSF11B,LAMA1 - TNFRSF11B,LAMA1_TNFRSF11B
LAMA1,LRP8,LAMA1 - LRP8,LAMA1_LRP8
LAMA1,SCARA5,LAMA1 - SCARA5,LAMA1_SCARA5
LAMA1,STAB2,LAMA1 - STAB2,LAMA1_STAB2
LAMA1,ROBO1,LAMA1 - ROBO1,LAMA1_ROBO1
LAMA1,ITGA9,LAMA1 - ITGA9,LAMA1_ITGA9
LAMA1,ROBO4,LAMA1 - ROBO4,LAMA1_ROBO4
LAMB3,ITGB3,LAMB3 - ITGB3,LAMB3_ITGB3
COL4A6,ITGB5,COL4A6 - ITGB5,COL4A6_ITGB5
COL4A6,ITGB3,COL4A6 - ITGB3,COL4A6_ITGB3
COL4A6,ITGB8,COL4A6 - ITGB8,COL4A6_ITGB8
COL4A6,CD36,COL4A6 - CD36,COL4A6_CD36
COL4A6,DDR2,COL4A6 - DDR2,COL4A6_DDR2
COL4A6,ITGA11,COL4A6 - ITGA11,COL4A6_ITGA11
COL4A6,DDR1,COL4A6 - DDR1,COL4A6_DDR1
COL4A6,ITGA2B,COL4A6 - ITGA2B,COL4A6_ITGA2B
COL4A6,GPC4,COL4A6 - GPC4,COL4A6_GPC4
COL4A6,ITGA3,COL4A6 - ITGA3,COL4A6_ITGA3
COL4A6,ITGA10,COL4A6 - ITGA10,COL4A6_ITGA10
COL4A3,ITGB5,COL4A3 - ITGB5,COL4A3_ITGB5
COL4A3,ITGB8,COL4A3 - ITGB8,COL4A3_ITGB8
COL4A3,CD36,COL4A3 - CD36,COL4A3_CD36
COL4A3,DDR2,COL4A3 - DDR2,COL4A3_DDR2
COL4A3,ITGA11,COL4A3 - ITGA11,COL4A3_ITGA11
COL4A3,DDR1,COL4A3 - DDR1,COL4A3_DDR1
COL4A3,ITGA2B,COL4A3 - ITGA2B,COL4A3_ITGA2B
COL4A3,GPC4,COL4A3 - GPC4,COL4A3_GPC4
COL4A3,ITGA10,COL4A3 - ITGA10,COL4A3_ITGA10
COL4A4,ITGB8,COL4A4 - ITGB8,COL4A4_ITGB8
COL4A4,CD36,COL4A4 - CD36,COL4A4_CD36
COL4A4,DDR2,COL4A4 - DDR2,COL4A4_DDR2
COL4A4,ITGA11,COL4A4 - ITGA11,COL4A4_ITGA11
COL4A4,DDR1,COL4A4 - DDR1,COL4A4_DDR1
COL4A4,ITGA2B,COL4A4 - ITGA2B,COL4A4_ITGA2B
COL4A4,ITGA3,COL4A4 - ITGA3,COL4A4_ITGA3
COL4A4,ITGA10,COL4A4 - ITGA10,COL4A4_ITGA10
CNTN4,LRP1,CNTN4 - LRP1,CNTN4_LRP1
CNTN4,ITGB3,CNTN4 - ITGB3,CNTN4_ITGB3
CNTN4,ITGA2,CNTN4 - ITGA2,CNTN4_ITGA2
DSCAM,ITGA4,DSCAM - ITGA4,DSCAM_ITGA4
DSCAM,LRP1,DSCAM - LRP1,DSCAM_LRP1
DSCAM,ITGB3,DSCAM - ITGB3,DSCAM_ITGB3
DSCAM,ITGA2,DSCAM - ITGA2,DSCAM_ITGA2
LAMA2,LRP1,LAMA2 - LRP1,LAMA2_LRP1
LAMA2,ITGB3,LAMA2 - ITGB3,LAMA2_ITGB3
LAMA2,ITGB6,LAMA2 - ITGB6,LAMA2_ITGB6
SHANK2,ITGB3,SHANK2 - ITGB3,SHANK2_ITGB3
SHANK2,ITGA2,SHANK2 - ITGA2,SHANK2_ITGA2
SHANK2,SSTR2,SHANK2 - SSTR2,SHANK2_SSTR2
CPAMD8,LRP1,CPAMD8 - LRP1,CPAMD8_LRP1
CPAMD8,ITGB3,CPAMD8 - ITGB3,CPAMD8_ITGB3
CPAMD8,ITGA2,CPAMD8 - ITGA2,CPAMD8_ITGA2
CPAMD8,NRXN2,CPAMD8 - NRXN2,CPAMD8_NRXN2
A2M,ITGA4,A2M - ITGA4,A2M_ITGA4
A2M,ITGB3,A2M - ITGB3,A2M_ITGB3
A2M,NRXN2,A2M - NRXN2,A2M_NRXN2
A2M,ASGR2,A2M - ASGR2,A2M_ASGR2
DSC3,LRP1,DSC3 - LRP1,DSC3_LRP1
DSC3,ITGB3,DSC3 - ITGB3,DSC3_ITGB3
CP,LRP1,CP - LRP1,CP_LRP1
CP,ITGB3,CP - ITGB3,CP_ITGB3
CUBN,ITGA2,CUBN - ITGA2,CUBN_ITGA2
NRG2,ITGB3,NRG2 - ITGB3,NRG2_ITGB3
LTBP3,ITGB3,LTBP3 - ITGB3,LTBP3_ITGB3
LTBP3,ITGA2,LTBP3 - ITGA2,LTBP3_ITGA2
LTBP3,CD93,LTBP3 - CD93,LTBP3_CD93
ACE2,EGFR,ACE2 - EGFR,ACE2_EGFR
C4B,LRP1,C4B - LRP1,C4B_LRP1
C4B,ITGB3,C4B - ITGB3,C4B_ITGB3
C4B,ITGA2,C4B - ITGA2,C4B_ITGA2
COLQ,CD93,COLQ - CD93,COLQ_CD93
SPTBN2,LRP1,SPTBN2 - LRP1,SPTBN2_LRP1
DSPP,EGFR,DSPP - EGFR,DSPP_EGFR
DSPP,ITGA4,DSPP - ITGA4,DSPP_ITGA4
DSPP,ITGA2,DSPP - ITGA2,DSPP_ITGA2
DSPP,LDLR,DSPP - LDLR,DSPP_LDLR
DSPP,SELL,DSPP - SELL,DSPP_SELL
DSPP,SELP,DSPP - SELP,DSPP_SELP
DSPP,TLR6,DSPP - TLR6,DSPP_TLR6
DSPP,LRP8,DSPP - LRP8,DSPP_LRP8
DSPP,PTPRD,DSPP - PTPRD,DSPP_PTPRD
VIM,GRM7,VIM - GRM7,VIM_GRM7
